Nº;TITULO;Autor;Año;SignaturaLCC;LCCSeccion;LCCNumero;LCCCutter;Ejemplar;Observaciones
2777;Sistemas de Información Herramientas  prácticas para la gestión empresarial 3ra Edicion ampliada y actualizada;Alvaro Gomez Vieites;2010;T58.6.G64;T;58.6;.G64;2;
2778;Sistemas de Información Herramientas  prácticas para la gestión empresarial 2da Edicion Ampliada y Actualizada;Alvaro Gomez Vieites;2007;T58.6.G64 ;T;58.6;.G64 ;1;
2779;Sistemas de Información Herramientas  prácticas para la gestión empresarial 2da Edicion Ampliada y Actualizada;Alvaro Gomez Vieites;2007;T58.6.G64;T;58.6;.G64;2;
2780;Sistemas de Información Herramientas  prácticas para la gestión empresarial 2da Edicion Ampliada y Actualizada;Alvaro Gomez Vieites;2007;T58.6.G64;T;58.6;.G64;3;
2781;Sistemas de Información Herramientas  prácticas para la gestión empresarial 2da Edicion Ampliada y Actualizada;Álvaro Gómez Vieties;2007;T58.6.G64;T;58.6;.G64;4;
2782;Sistemas de Información Herramientas  prácticas para la gestión empresarial 2da Edicion Ampliada y Actualizada;Álvaro Gómez Vieties;2007;T58.6.G64;T;58.6;.G64;5;
2783;Sistemas de información Herramientas  prácticas para la gestión empresarial 4ta Edicion ampliada y actualizada;Alvaro Gomez Vieites;2012;T58.6.G64 ;T;58.6;.G64 ;1;
2784;Sistemas de Informacion en la Empresa  El impacto de la nube, la movilidad y los medios sociales;Luis Joyanes Aguilar;2015;T58.6.J79S;T;58.6;.J79S;1;
2785;Sistemas de Informacion en la Empresa  El impacto de la nube, la movilidad y los medios sociales;Luis Joyanes Aguilar;2015;T58.6.J79S;T;58.6;.J79S;2;
2786;Sistemas de Informacion en la Empresa  El impacto de la nube, la movilidad y los medios sociales;Luis Joyanes Aguilar;2015;T58.6.J79S;T;58.6;.J79S;3;
2787;Sistemas de Informacion en la Empresa  El impacto de la nube, la movilidad y los medios sociales;Luis Joyanes Aguilar;2015;T58.6.J79S;T;58.6;.J79S;4;
2788;Sistemas de Informacion en la Empresa  El impacto de la nube, la movilidad y los medios sociales;Luis Joyanes Aguilar;2015;T58.6.J79S;T;58.6;.J79S;5;
2789;Sistemas de Información Gerencial Administración  de la Empresa Digital;Kenneth C. Laudon;2008;T58.6.L29;T;58.6;.L29;1;
2790;Sistemas de Información Gerencial;Kenneth C. Laudon;2012;T58.6.L29 ;T;58.6;.L29 ;1;
2791;Sistemas de Información Gerencial;Kenneth C. Laudon;2012;T58.6.L29;T;58.6;.L29;2;
2792;Sistemas de Información Gerencial;Kenneth C. Laudon;2004;T58.6.L29 ;T;58.6;.L29 ;1;
2793;Sistemas de Información Gerencial;Kenneth C. Laudon;2004;T58.6.L29;T;58.6;.L29;2;
2794;Sistemas de Información Gerencial;Kenneth C. Laudon;2004;T58.6.L29;T;58.6;.L29;3;
2795;Hardware Microinformático;José María Martín Martín Pozuelo;2012;T58.6.M52;T;58.6;.M52;1;
2796;Hardware Microinformático;José María Martín Martín Pozuelo;2012;T58.6.M52;T;58.6;.M52;2;
2797;Sistemas de Información Gerencial;James A. O`brien;2006;T58.6.O21;T;58.6;.O21;1;
2798;Sistemas de Información Gerencial;James A. O`brien;2006;T58.6.O21;T;58.6;.O21;2;
2799;Sistemas de Información Gerencial;James A. O`brien;2006;T58.6.O21;T;58.6;.O21;3;
2800;Sistemas de Información Gerencial;James A. O`brien;2006;T58.6.O21;T;58.6;.O21;4;
2801;Sistemas de Información Gerencial;James A. O`brien;2006;T58.6.O21;T;58.6;.O21;5;
2802;Informática UNO;Martha Angélica Orozco Guzmán;2006;T58.6.O71;T;58.6;.O71;1;
2803;Administración de los Sistemas de Información;Effy Oz;2008;T58.6.O99;T;58.6;.O99;1;
2804;Administración de los Sistemas de Información;Effy Oz;2008;T58.6.O99;T;58.6;.O99;2;
2805;Ingeniería de proyectos informáticos: actividades y procedimientos;José Salvador Sánchez Garreta;2003;T58.6.S23;T;58.6;.S23;1;
2806;Ingeniería de proyectos informáticos: actividades y procedimientos;José Salvador Sánchez Garreta;2003;T58.6.S23;T;58.6;.S23;2;
2807;Ingeniería de proyectos informáticos: actividades y procedimientos;José Salvador Sánchez Garreta;2003;T58.6.S23;T;58.6;.S23;3;
2808;Ingeniería de proyectos informáticos: actividades y procedimientos;José Salvador Sánchez Garreta;2003;T58.6.S23;T;58.6;.S23;4;
2809;Principios de sistemas de información;Ralph Stair;2010;T58.6.S78;T;58.6;.S78;1;
2810;Automatización y Control Prácticas de laboratorio;Dante Jorge Dorantes González;2004;T59.5.A88;T;59.5;.A88;1;
2811;Ergonomía 4 El trabajo en oficinas;Pedro R. Mondelo, Enrique Gregori Torada y otros;2011;T5972.M84E;T;5972;.M84E;1;
2812;Ingeniería de Sistemas Un enfoque Interdisciplinario;Jesús Acosta Flores;2002;TA168.I53;TA;168;.I53;1;
2813;Ingeniería de Sistemas Un enfoque Interdisciplinario;Jesús Acosta Flores;2002;TA168.I53;TA;168;.I53;2;
2814;Ingeniería de Sistemas Un enfoque Interdisciplinario;Jesús Acosta Flores;2002;TA168.I53;TA;168;.I53;3;
2815;Ingeniería de Sistemas Un enfoque Interdisciplinario;Jesús Acosta Flores;2002;TA168.I53;TA;168;.I53;4;
2816;Ingeniería de Sistemas Un enfoque Interdisciplinario;Jesús Acosta Flores;2002;TA168.I53;TA;168;.I53;5;
2817;Ingeniería de Sistemas Un enfoque Interdisciplinario;Jesús Acosta Flores;2002;TA168.I53;TA;168;.I53;6;
2818;SolidWorks Simulation;Sergio Gómez González;2010;TA174.G42;TA;174;.G42;1;
2819;SolidWorks Simulation;Sergio Gómez González;2010;TA174.G42;TA;174;.G42;2;
2820;Introducción al SOLID EDGE;Jesús Meneses Alonso;2006;TA174.M42;TA;174;.M42;1;
2821;Introducción al SOLID EDGE;Jesús Meneses Alonso;2006;TA174.M42;TA;174;.M42;2;
2822;Fundamentos de Ingeniería Económica;Gabriel Baca Urbina;2010;TA177.4.B58;TA;177.4;.B58;1;
2823;Fundamentos de Ingeniería Económica;Gabriel Baca Urbina;2010;TA177.4.B58;TA;177.4;.B58;2;
2824;Fundamentos de Ingeniería Económica;Gabriel Baca Urbina;2010;TA177.4.B58;TA;177.4;.B58;3;
2825;Fundamentos de Ingeniería Económica;Gabriel Baca Urbina;2010;TA177.4.B58;TA;177.4;.B58;4;
2826;Fundamentos de Ingeniería Económica;Gabriel Baca Urbina;2010;TA177.4.B58;TA;177.4;.B58;5;
2827;Fundamentos de Ingeniería Económica;Gabriel Baca Urbina;2010;TA177.4.B58;TA;177.4;.B58;6;
2828;Fundamentos de Ingeniería Económica;Gabriel Baca Urbina;2010;TA177.4.B58;TA;177.4;.B58;7;
2829;Ingeniería Económica 7ma Edicion;Leland Blank;2012;TA177.4.B61;TA;177.4;.B61;1;
2830;Ingeniería económica 6ta Edicion ;Leland Blank;2006;TA177.4.B61 ;TA;177.4;.B61 ;1;
2831;Ingeniería económica 6ta Edicion ;Leland Blank;2006;TA177.4.B61;TA;177.4;.B61;2;
2832;Ingeniería económica 6ta Edicion ;Leland Blank;2006;TA177.4.B61;TA;177.4;.B61;3;
2833;Ingeniería económica 6ta Edicion ;Leland Blank;2006;TA177.4.B61;TA;177.4;.B61;4;
2834;Ingeniería económica 6ta Edicion ;Leland Blank;2006;TA177.4.B61;TA;177.4;.B61;5;
2835;Ingeniería económica 6ta Edicion ;Leland Blank;2006;TA177.4.B61;TA;177.4;.B61;6;
2836;Fundamentos de Ingeniería Económica;Chan S. Park;2009;TA177.4.P58;TA;177.4;.P58;1;
2837;Ingeniería Económica 4ta Edicion;James L. Riggs, David D. Bedworth;2002;TA177.4.R58 ;TA;177.4;.R58 ;1;
2838;Ingeniería Económica 4ta Edicion;James L. Riggs, David D. Bedworth;2002;TA177.4.R58;TA;177.4;.R58;2;
2839;Ingeniería Económica 4ta Edicion;James L. Riggs, David D. Bedworth;2002;TA177.4.R58;TA;177.4;.R58;3;
2840;Ingeniería Económica 4ta Edicion;James L. Riggs, David D. Bedworth;2002;TA177.4.R58;TA;177.4;.R58;4;
2841;Ingeniería Económica 4ta Edicion;James L. Riggs, David D. Bedworth;2002;TA177.4.R58;TA;177.4;.R58;5;
2842;Ingeniería Económica 4ta Edicion;James L. Riggs, David D. Bedworth;2002;TA177.4.R58;TA;177.4;.R58;6;
2843;Ingeniería Económica 4ta Edicion;James L. Riggs, David D. Bedworth;2002;TA177.4.R58;TA;177.4;.R58;7;
2844;Ingeniería Económica 4ta Edicion;James L. Riggs, David D. Bedworth;2002;TA177.4.R58;TA;177.4;.R58;8;
2845;Ingeniería Económica 4ta Edicion;James L. Riggs, David D. Bedworth;2002;TA177.4.R58;TA;177.4;.R58;9;
2846;Ingeniería Económica 4ta Edicion;James L. Riggs, David D. Bedworth;2002;TA177.4.R58;TA;177.4;.R58;10;
2847;Elementos de metodos numericos para ingenieria;Reynaldo Gomez Jimenez;2002;TA330.E38;TA;330;.E38;1;
2848;Elementos de metodos numericos para ingenieria;Reynaldo Gomez Jimenez;2002;TA330.E38;TA;330;.E38;2;
2849;Elementos de metodos numericos para ingenieria;Reynaldo Gomez Jimenez;2002;TA330.E38;TA;330;.E38;3;
2850;Matematicas Avanzadas Para Ingenieria y Ciencias;Murray R. Spiegel;2001;TA330.S75;TA;330;.S75;1;
2851;Matematicas Avanzadas Para Ingenieria y Ciencias;Murray R. Spiegel;2001;TA330.S75;TA;330;.S75;2;
2852;Matematicas Avanzadas Para Ingenieria y Ciencias;Murray R. Spiegel;2001;TA330.S75;TA;330;.S75;3;
2853;Matematicas Avanzadas Para Ingenieria y Ciencias;Murray R. Spiegel;2001;TA330.S75;TA;330;.S75;4;
2854;Matematicas Avanzadas Para Ingenieria y Ciencias;Murray R. Spiegel;2001;TA330.S75;TA;330;.S75;5;
2855;Matematicas avanzadas para ingenieria, Vol. 1 Ecuaciones diferenciales;Dennis G. Zill, Michael R. Cullen;2008;TA330.Z76  V.1;TA;330;.Z76  V.1;1;
2856;Matematicas avanzadas para ingenieria, Vol. 1 Ecuaciones diferenciales;Dennis G. Zill, Michael R. Cullen;2008;TA330.Z76  V.1 ;TA;330;.Z76  V.1 ;2;
2857;Matematicas avanzadas para Ingenieria;Dennis G. Zill, Michael R. Cullen;2012;TA330.Z76M;TA;330;.Z76M;1;
2858;Matematicas avanzadas para Ingenieria;Dennis G. Zill, Michael R. Cullen;2012;TA330.Z76M;TA;330;.Z76M;2;
2859;Metodos Numericos Aplicados a la Ingenieria;Antonio Nieves;2002;TA335.N55;TA;335;.N55;1;
2860;Metodos Numericos Aplicados a la Ingenieria;Antonio Nieves;2002;TA335.N55;TA;335;.N55;2;
2861;Métodos numéricos aplicados a la ingeniería;Antonio Nieves;2013;TA335.N55 ;TA;335;.N55 ;1;
2862;Métodos numéricos aplicados a la ingeniería;Antonio Nieves;2013;TA335.N55;TA;335;.N55;2;
2863;Métodos numéricos aplicados a la ingeniería;Antonio Nieves;2013;TA335.N55;TA;335;.N55;3;
2864;Métodos numéricos aplicados a la ingeniería;Antonio Nieves;2013;TA335.N55;TA;335;.N55;4;
2865;Métodos numéricos aplicados a la ingeniería;Antonio Nieves;2013;TA335.N55;TA;335;.N55;5;
2866;Probabilidad y estadistica La ciencia de la incertidumbre;Michael J. Evans;2008;TA340.J55;TA;340;.J55;1;
2867;Probabilidad y estadistica para ingenieria Un enfoque moderno;Antonio Nieves;2010;TA340.N55;TA;340;.N55;1;
2868;Metodos Numericos Aplicados a la Ingenieria;Luis Carrasco Venegas;2007;TA345.C28;TA;345;.C28;1;
2869;Metodos Numericos Aplicados a la Ingenieria;Luis Carrasco Venegas;2008;TA345.C28 ;TA;345;.C28 ;1;
2870;Metodos Numericos Aplicados a la Ingenieria;Luis Carrasco Venegas;2008;TA345.C28 ;TA;345;.C28 ;2;
2871;Metodos numericos para ingenieros;Steven C. Chapra;2011;TA345.CH523;TA;345;.CH523;1;
2872;Metodos numericos para ingenieros;Steven C. Chapra;2007;TA345.CH523;TA;345;.CH523;1;
2873;análisis de modelos estructurales en SAP2000 versión 10;Esteban Ortiz Bosmans;2006;TA647.O74;TA;647;.O74;1;
2874;Introduccion a la robotica Principios teoricos,  construccion y programacion de un robot educativo;Jose Angulo Usategui;2005;TJ211.A58;TJ;211;.A58;1;
2875;Introduccion a la robotica Principios teoricos,  construccion y programacion de un robot educativo;Jose Angulo Usategui;2005;TJ211.A61 ;TJ;211;.A61 ;1;
2876;Robotica 3ra Edicion;John J. Craig;2006;TJ211.C87;TJ;211;.C87;1;
2877;Robotica;John J. Craig;2006;TJ211.C87;TJ;211;.C87;2;
2878;Robotica;John J. Craig;2006;TJ211.C87;TJ;211;.C87;3;
2879;Robotica;John J. Craig;2006;TJ211.C87;TJ;211;.C87;4;
2880;Robotica;John J. Craig;2006;TJ211.C87;TJ;211;.C87;5;
2881;Robotica;Martin Mellado Arteche;2015;TJ211.M87;TJ;211;.M87;1;
2882;Robotica Manipuladores y robots moviles;Anibal Ollero Baturone;2007;TJ211.O47;TJ;211;.O47;1;
2883;Robotica Manipuladores y robots moviles;Anibal Ollero Baturone;2007;TJ211.O47;TJ;211;.O47;2;
2884;Robotica Manipuladores y robots moviles;Anibal Ollero Baturone;2007;TJ211.O47;TJ;211;.O47;3;
2885;Robotica Manipuladores y robots moviles;Anibal Ollero Baturone;2007;TJ211.O47;TJ;211;.O47;4;
2886;Robotica Manipuladores y robots moviles;Anibal Ollero Baturone;2007;TJ211.O47;TJ;211;.O47;5;
2887;Robotica Manipuladores y robots moviles;Anibal Ollero Baturone;2007;TJ211.O47;TJ;211;.O47;6;
2888;Robotica Manipuladores y robots moviles;Anibal Ollero Baturone;2007;TJ211.O47;TJ;211;.O47;7;
2889;Robótica y domótica básica con Arduino;Pedro Porcuna López;2016;TJ211.P78;TJ;211;.P78;1;
2890;Robótica y domótica básica con Arduino;Pedro Porcuna López;2016;TJ211.P78;TJ;211;.P78;2;
2891;Robótica y domótica básica con Arduino;Pedro Porcuna López;2016;TJ211.P78;TJ;211;.P78;3;
2892;Robótica y domótica básica con Arduino;Pedro Porcuna López;2016;TJ211.P78;TJ;211;.P78;4;
2893;Robótica y domótica básica con Arduino;Pedro Porcuna López;2016;TJ211.P78;TJ;211;.P78;5;
2894;Control de sistemas no lineales Linealización  aproximada, extendida, exacta;Hebertt Sira-Ramirez;2005;TJ213.C76;TJ;213;.C76;1;
2895;Control de sistemas no lineales Linealización  aproximada, extendida, exacta;Hebertt Sira-Ramirez;2005;TJ213.C76;TJ;213;.C76;2;
2896;Control de sistemas no lineales Linealización  aproximada, extendida, exacta;Hebertt Sira-Ramirez;2005;TJ213.C76;TJ;213;.C76;3;
2897;Control de sistemas no lineales Linealización  aproximada, extendida, exacta;Hebertt Sira-Ramirez;2005;TJ213.C76;TJ;213;.C76;4;
2898;Control de sistemas no lineales Linealización  aproximada, extendida, exacta;Hebertt Sira-Ramirez;2005;TJ213.C76;TJ;213;.C76;5;
2899;Control de sistemas no lineales Linealización  aproximada, extendida, exacta;Hebertt Sira-Ramirez;2005;TJ213.C76;TJ;213;.C76;6;
2900;Control de sistemas no lineales Linealización  aproximada, extendida, exacta;Hebertt Sira-Ramirez;2005;TJ213.C76;TJ;213;.C76;7;
2901;Control de sistemas no lineales Linealización  aproximada, extendida, exacta;Hebertt Sira-Ramirez;2005;TJ213.C76;TJ;213;.C76;8;
2902;Analisis y diseño de sistemas de control digital;Ricardo Fernandez del Busto y Ezeta;2013;TJ213.D37A;TJ;213;.D37A;1;
2903;Teoria de control automatico;Jaime E. Luyo;2005;TJ213.L99;TJ;213;.L99;1;
2904;Ingenieria de Control Moderna 4ta Edicion;Katsuhiko Ogata;2003;TJ213.O37;TJ;213;.O37;1;
2905;Ingenieria de Control Moderna 4ta Edicion;Katsuhiko Ogata;2003;TJ213.O37;TJ;213;.O37;2;
2906;Ingenieria de control moderna 5ta Edicion;Katsuhiko Ogata;2010;TJ213.O37 ;TJ;213;.O37 ;1;
2907;Sistemas de control moderno;Richard C.Dorf;2005;TJ216.D92;TJ;216;.D92;1;
2908;Introduccion a Arduino La revolucion del hardware libre  en el diseño industrial y el arte interactivo;Massimo Banzi;2012;TJ223.B22;TJ;223;.B22;1;
2909;Introduccion a Arduino La revolucion del hardware libre  en el diseño industrial y el arte interactivo;Massimo Banzi;2012;TJ223.B22;TJ;223;.B22;2;
2910;El mundo GENUINO - ARDUINO Curso práctico de formación;Óscar Torrente Artero;2016;TJ223.L73;TJ;223;.L73;1;
2911;El mundo GENUINO - ARDUINO Curso práctico de formación;Óscar Torrente Artero;2016;TJ223.L73;TJ;223;.L73;2;
2912;El mundo GENUINO - ARDUINO Curso práctico de formación;Óscar Torrente Artero;2016;TJ223.L73;TJ;223;.L73;3;
2913;El mundo GENUINO - ARDUINO Curso práctico de formación;Óscar Torrente Artero;2016;TJ223.L73;TJ;223;.L73;4;
2914;El mundo GENUINO - ARDUINO Curso práctico de formación;Óscar Torrente Artero;2016;TJ223.L73;TJ;223;.L73;5;
2915;Arduino Guía práctica de fundamentos y simulación;Eugenio López Aldea;2016;TJ223.L87;TJ;223;.L87;1;
2916;Arduino Guía práctica de fundamentos y simulación;Eugenio López Aldea;2016;TJ223.L87;TJ;223;.L87;2;
2917;Arduino Guía práctica de fundamentos y simulación;Eugenio López Aldea;2016;TJ223.L87;TJ;223;.L87;3;
2918;Arduino Guía práctica de fundamentos y simulación;Eugenio López Aldea;2016;TJ223.L87;TJ;223;.L87;4;
2919;Arduino Guía práctica de fundamentos y simulación;Eugenio López Aldea;2016;TJ223.L87;TJ;223;.L87;5;
2920;Arduino Guía práctica de fundamentos y simulación;Eugenio López Aldea;2016;TJ223.L87;TJ;223;.L87;6;
2921;Microcontroladores PIC Diseño practico de aplicaciones 1° Parte;Jose Angulo Usategui;2007;TJ223.M53.A12;TJ;223;.M53.A12;1;
2922;Microcontroladores PIC con programacion PBP;Omar Enrique Barra Zapata;2011;TJ223.M53.B12P;TJ;223;.M53.B12P;1;
2923;Programacion de sistemas embebidos en C  Teoria y practicas aplicadas a cualquier microcontrolador;Gustavo Galeano;2009;TJ223.M53.G12E;TJ;223;.M53.G12E;1;
2924;Programacion de sistemas embebidos en C  Teoria y practicas aplicadas a cualquier microcontrolador;Gustavo Galeano;2009;TJ223.M53.G12E;TJ;223;.M53.G12E;2;
2925;Programacion de sistemas embebidos en C  Teoria y practicas aplicadas a cualquier microcontrolador;Gustavo Galeano;2009;TJ223.M53.G12E;TJ;223;.M53.G12E;3;
2926;Microcontrolador 8051;I. Scott Mackenzie;2007;TJ223.M53.M12;TJ;223;.M53.M12;1;
2927;Microcontrolador 8051;I. Scott Mackenzie;2007;TJ223.M53.M12;TJ;223;.M53.M12;2;
2928;Microcontrolador PIC16F84 Desarrollo de proyectos 3ra Edición;Enrique Palacios;2009;TJ223.M53.P12D;TJ;223;.M53.P12D;1;
2929;Taller de Arduino Un enfoque práctico para principiantes;Germán Tojeiro Calaza;2014;TJ223.T67;TJ;223;.T67;1;
2930;Taller de Arduino Un enfoque práctico para principiantes;Germán Tojeiro Calaza;2014;TJ223.T67;TJ;223;.T67;2;
2931;Taller de Arduino Un enfoque práctico para principiantes;Germán Tojeiro Calaza;2014;TJ223.T67;TJ;223;.T67;3;
2932;Taller de Arduino Un enfoque práctico para principiantes;Germán Tojeiro Calaza;2014;TJ223.T67;TJ;223;.T67;4;
2933;Taller de Arduino Un enfoque práctico para principiantes;Germán Tojeiro Calaza;2014;TJ223.T67;TJ;223;.T67;5;
2934;Taller de Arduino Un enfoque práctico para principiantes;Germán Tojeiro Calaza;2014;TJ223.T67;TJ;223;.T67;6;
2935;ARDUINO Curso práctico de formación;Óscar Torrente Artero;2013;TJ223.T72;TJ;223;.T72;1;
2936;Arduino Aprender a desarrollar para crear objetos inteligentes;Nicolas Goilav;2016;TJ283.G58;TJ;283;.G58;1;
2937;Arduino Aprender a desarrollar para crear objetos inteligentes;Nicolas Goilav;2016;TJ283.G58;TJ;283;.G58;2;
2938;Arduino Aprender a desarrollar para crear objetos inteligentes;Nicolas Goilav;2016;TJ283.G58;TJ;283;.G58;3;
2939;Arduino Aprender a desarrollar para crear objetos inteligentes;Nicolas Goilav;2016;TJ283.G58;TJ;283;.G58;4;
2940;Arduino Aprender a desarrollar para crear objetos inteligentes;Nicolas Goilav;2016;TJ283.G58;TJ;283;.G58;5;
2941;Aplicaciones del Electromagnetismo 1;Gerardo Gonzales Amancio;2003;TK147.G67;TK;147;.G67;1;
2942;Aplicaciones del Electromagnetismo 1;Gerardo Gonzales Amancio;2003;TK147.G67;TK;147;.G67;2;
2943;Aplicaciones del Electromagnetismo 1;Gerardo Gonzales Amancio;2003;TK147.G67;TK;147;.G67;3;
2944;Electromagnetismo Guías de laboratorio  para estudiantes de ingeniería y ciencias;Marina Ortiz;2003;TK168.O74;TK;168;.O74;1;
2945;Maquinas electricas y sistemas de potencia;Theodore Wildi;2007;TK2182.W56;TK;2182;.W56;1;
2946;Lineas de transmision;Gerardo Gonzales Amancio;2002;TK3221.G71;TK;3221;.G71;1;
2947;Lineas de transmision;Gerardo Gonzales Amancio;2002;TK3221.G71;TK;3221;.G71;2;
2948;Lineas de transmision;Gerardo Gonzales Amancio;2002;TK3221.G71;TK;3221;.G71;3;
2949;Lineas de transmision;Gerardo Gonzales Amancio;200000001424;200000001424;;200000001424;;1;
2950;Lineas de transmision;Gerardo Gonzales Amancio;2002;TK3221.G71;TK;3221;.G71;5;
2951;Analisis de circuitos en ingenieria;William H. Hayt;2003;TK454.H28;TK;454;.H28;1;
2952;Analisis de circuitos en ingenieria;William H. Hayt;2007;TK454.H28 ;TK;454;.H28 ;1;
2953;Analisis de circuitos en ingenieria;William H. Hayt;2007;TK454.H28;TK;454;.H28;2;
2954;Analisis de circuitos en ingenieria;William H. Hayt;2007;TK454.H28;TK;454;.H28;3;
2955;Analisis de circuitos en ingenieria;William H. Hayt;2007;TK454.H28;TK;454;.H28;4;
2956;Analisis de circuitos en ingenieria;William H. Hayt;2007;TK454.H28;TK;454;.H28;5;
2957;Analisis de circuitos en ingenieria;William H. Hayt;2007;TK454.H28;TK;454;.H28;6;
2958;Analisis de circuitos lineales 3ra Edicion;Francisco López Ferreras;2011;TK454.L87;TK;454;.L87;1;
2959;Analisis de circuitos lineales 3ra Edicion;Francisco López Ferreras;2011;TK454.L87;TK;454;.L87;2;
2960;Analisis de circuitos lineales 3ra Edicion;Francisco López Ferreras;2011;TK454.L87;TK;454;.L87;3;
2961;Analisis de circuitos lineales 3ra Edicion;Francisco López Ferreras;2011;TK454.L87;TK;454;.L87;4;
2962;Simulación de Circuitos Digitales con PSPICE STUDENT V.9.0.1;Francisco Javier Ríos Gómez;2006;TK454.R63;TK;454;.R63;1;
2963;Redes y Servicios de Telecomunicaciones;Jose Manuel Huidobro Moya;2001;TK5101.H89;TK;5101;.H89;1;
2964;Redes y servicios de telecomunicaciones;Jose Manuel Huidobro Moya;2006;TK5101.H89;TK;5101;.H89;1;
2965;Redes de comunicacion Conceptos fundamentales  y arquitecturas básicas;Alberto Leon Garcia;2002;TK5101.L46;TK;5101;.L46;1;
2966;Redes de comunicacion Conceptos fundamentales  y arquitecturas básicas;Alberto Leon Garcia;2002;TK5101.L46;TK;5101;.L46;2;
2967;Redes de comunicacion Conceptos fundamentales  y arquitecturas básicas;Alberto Leon Garcia;2002;TK5101.L46;TK;5101;.L46;3;
2968;Sistemas de comunicaciones electronicas 4ta Edicion;Wayne Tomasi;2003;TK5101.T69;TK;5101;.T69;1;
2969;Sistemas de comunicaciones electronicas 4ta Edicion;Wayne Tomasi;2003;TK5101.T69;TK;5101;.T69;2;
2970;Fundamentos de señales y sistemas Usando la web y MATLAB;Edward W. Kamen;2008;TK5102.5.K19;TK;5102.5;.K19;1;
2971;Fundamentos de señales y sistemas Usando la web y MATLAB;Edward W. Kamen;2008;TK5102.5.K19;TK;5102.5;.K19;2;
2972;Fundamentos de señales y sistemas Usando la web y MATLAB;Edward W. Kamen;2008;TK5102.5.K19;TK;5102.5;.K19;3;
2973;Fundamentos de señales y sistemas Usando la web y MATLAB;Edward W. Kamen;2008;TK5102.5.K19;TK;5102.5;.K19;4;
2974;SEÑALES La Ciencias de las Telecomunicaciones;John R. Pierce;2010;TK5102.9.P54;TK;5102.9;.P54;1;
2975;Conceptos y protocolos de enrutamiento  Guía de estudio de CCNA Exploration;Rick Graziani;2008;TK5102.G29;TK;5102;.G29;1;
